ENSG00000142657.20	10398591	10721
ENSG00000130940.14	10796650	161169
ENSG00000130940.14	10796650	161169
ENSG00000130940.14	10796650	160642
ENSG00000198890.7	107056678	335004
ENSG00000198890.7	107056678	335004
ENSG00000198890.7	107056678	304094
ENSG00000198890.7	107056678	303606
ENSG00000198890.7	107056678	177256
ENSG00000162631.18	107140006	390330
ENSG00000162631.18	107140006	390330
ENSG00000130940.14	10796650	70240
ENSG00000130940.14	10796650	70240
ENSG00000215717.5	109089802	9992
ENSG00000215717.5	109089802	9992
ENSG00000215717.5	109089802	9992
ENSG00000143126.7	109250018	9928
ENSG00000143126.7	109250018	9928
ENSG00000143126.7	109250018	9928
ENSG00000156097.12	109539871	7569
ENSG00000156097.12	109539871	7569
ENSG00000156097.12	109539871	7569
ENSG00000198758.10	109764027	28147
ENSG00000198758.10	109764027	43456
ENSG00000198758.10	109764027	57130
ENSG00000198758.10	109764027	57130
ENSG00000198758.10	109764027	59898
ENSG00000184371.13	109910241	71384
ENSG00000184371.13	109910241	46047
ENSG00000184371.13	109910241	38161
ENSG00000184371.13	109910241	32940
ENSG00000184371.13	109910241	26891
ENSG00000184371.13	109910241	26891
ENSG00000184371.13	109910241	26074
ENSG00000184371.13	109910241	26074
ENSG00000184371.13	109910241	20912
ENSG00000168710.17	109984685	30467
ENSG00000156150.6	110070700	13241
ENSG00000156150.6	110070700	13241
ENSG00000156150.6	110070700	13241
ENSG00000156150.6	110070700	13241
ENSG00000186150.4	110112467	8478
ENSG00000186150.4	110112467	8478
ENSG00000116396.13	110211342	1406
ENSG00000116396.13	110211342	1406
ENSG00000116396.13	110211342	1406
ENSG00000143105.6	110518838	36527
ENSG00000143105.6	110518838	37357
ENSG00000143105.6	110518838	37357
ENSG00000171385.9	111989155	1438
ENSG00000171385.9	111989155	1438
ENSG00000171385.9	111989155	1438
ENSG00000171385.9	111989155	2283
ENSG00000131591.17	1116361	5727
ENSG00000143079.14	112396180	78980
ENSG00000143079.14	112396180	78980
ENSG00000143079.14	112396180	77396
ENSG00000143079.14	112396180	37338
ENSG00000143079.14	112396180	36170
ENSG00000143079.14	112396180	5352
ENSG00000143079.14	112396180	5352
ENSG00000143079.14	112396180	1989
ENSG00000155367.15	112715477	852
ENSG00000155380.11	112957013	476
ENSG00000155380.11	112957013	25892
ENSG00000155380.11	112957013	40754
ENSG00000155380.11	112957013	41726
ENSG00000155380.11	112957013	41726
ENSG00000134207.14	114153919	72500
ENSG00000134207.14	114153919	72500
ENSG00000134207.14	114153919	72500
ENSG00000197323.10	114511160	165216
ENSG00000197323.10	114511160	165216
ENSG00000197323.10	114511160	165216
ENSG00000197323.10	114511160	157868
ENSG00000197323.10	114511160	141148
ENSG00000134198.9	115089500	1082
ENSG00000134198.9	115089500	9833
ENSG00000134198.9	115089500	9833
ENSG00000134198.9	115089500	68688
ENSG00000134198.9	115089500	100681
ENSG00000134259.3	115338236	104723
ENSG00000134259.3	115338236	86973
ENSG00000134259.3	115338236	25492
ENSG00000134259.3	115338236	25492
ENSG00000134259.3	115338236	25492
ENSG00000134259.3	115338236	27513
ENSG00000162571.13	1173883	16503
ENSG00000162571.13	1173883	16503
ENSG00000162571.13	1173883	16503
ENSG00000162571.13	1173883	16503
ENSG00000118729.11	115768781	2875
ENSG00000118729.11	115768781	2875
ENSG00000177551.5	115843917	15765
ENSG00000177551.5	115843917	15765
ENSG00000173212.4	116111754	39971
ENSG00000173212.4	116111754	39971
ENSG00000173212.4	116111754	56465
ENSG00000173212.4	116111754	56465
ENSG00000163399.15	116372667	45572
ENSG00000163399.15	116372667	45572
ENSG00000134247.9	116910056	56246
ENSG00000134247.9	116910056	31991
ENSG00000134247.9	116910056	31991
ENSG00000134247.9	116910056	31991
ENSG00000116830.11	117060302	8823
ENSG00000116830.11	117060302	8823
ENSG00000177674.15	11736083	4427
ENSG00000177674.15	11736083	4427
ENSG00000183508.4	117605933	76379
ENSG00000183508.4	117605933	80147
ENSG00000183508.4	117605933	89890
ENSG00000183508.4	117605933	89890
ENSG00000196505.10	117929630	148911
ENSG00000196505.10	117929630	148911
ENSG00000196505.10	117929630	148911
ENSG00000196505.10	117929630	114507
ENSG00000196505.10	117929630	114507
ENSG00000196505.10	117929630	108452
ENSG00000196505.10	117929630	107882
ENSG00000196505.10	117929630	102779
ENSG00000196505.10	117929630	101519
ENSG00000120937.8	11858931	21911
ENSG00000120937.8	11858931	21911
ENSG00000116685.15	11926428	7639
ENSG00000116882.14	119368778	41656
ENSG00000116882.14	119368778	41656
ENSG00000134249.6	119896495	22877
ENSG00000186891.13	1206691	1382
ENSG00000186891.13	1206691	1382
ENSG00000028137.16	12167002	5270
ENSG00000162496.8	12617731	98953
ENSG00000162496.8	12617731	98953
ENSG00000162496.8	12617731	98953
ENSG00000162496.8	12617731	77899
ENSG00000162496.8	12617731	77899
ENSG00000162496.8	12617731	76178
ENSG00000162496.8	12617731	68954
ENSG00000162496.8	12617731	68954
ENSG00000162496.8	12617731	68954
ENSG00000162496.8	12617731	61458
ENSG00000162496.8	12617731	61458
ENSG00000162496.8	12617731	1314
ENSG00000162496.8	12617731	2137
ENSG00000162494.5	13514048	26756
ENSG00000162494.5	13514048	29935
ENSG00000162576.16	1361777	282
ENSG00000205116.3	1426127	4126
ENSG00000205116.3	1426127	4126
ENSG00000205116.3	1426127	4126
ENSG00000189337.15	14598703	294370
ENSG00000189337.15	14598703	294370
ENSG00000179403.11	1434860	1578
ENSG00000179403.11	1434860	529
ENSG00000189337.15	14598703	111744
ENSG00000189337.15	14598703	81584
ENSG00000162825.16	145405778	19314
ENSG00000162825.16	145405778	19314
ENSG00000121851.12	145964701	14589
ENSG00000265972.5	145996600	11285
ENSG00000265972.5	145996600	11285
ENSG00000265972.5	145996600	10777
ENSG00000265972.5	145996600	2736
ENSG00000265972.5	145996600	10585
ENSG00000168509.18	146021918	15002
ENSG00000116128.9	147541411	2286
ENSG00000280649.1	148458813	124185
ENSG00000280649.1	148458813	124185
ENSG00000280649.1	148458813	70591
ENSG00000280649.1	148458813	70591
ENSG00000280649.1	148458813	70591
ENSG00000136631.12	150067292	5679
ENSG00000143401.14	150236156	22660
ENSG00000143401.14	150236156	22660
ENSG00000118298.10	150257158	1381
ENSG00000118298.10	150257158	1381
ENSG00000159208.15	150282542	1179
ENSG00000197785.13	1512150	7462
ENSG00000197785.13	1512150	7462
ENSG00000143369.14	150508061	7048
ENSG00000143369.14	150508061	7048
ENSG00000197785.13	1512150	6802
ENSG00000197785.13	1512150	6802
ENSG00000143382.13	150549368	11287
ENSG00000143382.13	150549368	11610
ENSG00000143382.13	150549368	11610
ENSG00000143382.13	150549368	11610
ENSG00000143384.12	150579738	12005
ENSG00000143384.12	150579738	11622
ENSG00000143412.9	150982016	2627
ENSG00000143412.9	150982016	2627
ENSG00000143442.21	151459465	13771
ENSG00000143442.21	151459465	13771
ENSG00000143442.21	151459465	13771
ENSG00000143367.15	151540304	711
ENSG00000159445.12	151909808	35984
ENSG00000197747.8	151994390	21641
ENSG00000142621.19	15247271	4080
ENSG00000143536.7	152414263	33893
ENSG00000143556.8	153460701	29569
ENSG00000143556.8	153460701	29569
ENSG00000143556.8	153460701	29569
ENSG00000197956.9	153536244	29489
ENSG00000197956.9	153536244	3094
ENSG00000197956.9	153536244	2437
ENSG00000196754.10	153567890	506
ENSG00000196754.10	153567890	506
ENSG00000196754.10	153567890	4639
ENSG00000169418.9	153678636	18572
ENSG00000169418.9	153678636	18572
ENSG00000169418.9	153678636	18572
ENSG00000169418.9	153678636	18572
ENSG00000143554.13	153774353	15766
ENSG00000143554.13	153774353	15766
ENSG00000143554.13	153774353	15766
ENSG00000143554.13	153774353	15766
ENSG00000143545.8	153986358	404
ENSG00000143515.16	154325552	27161
ENSG00000143515.16	154325552	27474
ENSG00000143515.16	154325552	27474
ENSG00000243364.7	155063730	930
ENSG00000143590.13	155078871	15148
ENSG00000169242.11	155127459	1279
ENSG00000169242.11	155127459	1279
ENSG00000169242.11	155127459	1279
ENSG00000163463.11	155173475	6670
ENSG00000163463.11	155173475	6670
ENSG00000163463.11	155173475	6670
ENSG00000163463.11	155173475	6670
ENSG00000185499.16	155192916	74
ENSG00000185499.16	155192916	74
ENSG00000185499.16	155192916	74
ENSG00000185499.16	155192916	1417
ENSG00000185499.16	155192916	1417
ENSG00000177628.15	155244699	17693
ENSG00000177628.15	155244699	17334
ENSG00000177628.15	155244699	17334
ENSG00000125459.14	155610204	38176
ENSG00000163374.19	155689000	56332
ENSG00000163374.19	155689000	56332
ENSG00000197312.11	15617499	14384
ENSG00000197312.11	15617499	14384
ENSG00000197312.11	15617499	14384
ENSG00000196189.12	156147365	6673
ENSG00000196189.12	156147365	6673
ENSG00000196189.12	156147365	6673
ENSG00000125462.16	156430701	25762
ENSG00000125462.16	156430701	25762
ENSG00000125462.16	156430701	25762
ENSG00000125462.16	156430701	25762
ENSG00000116604.17	156500828	2012
ENSG00000116604.17	156500828	4159
ENSG00000116604.17	156500828	4159
ENSG00000116604.17	156500828	7604
ENSG00000116604.17	156500828	9812
ENSG00000160818.16	156601496	6628
ENSG00000132702.12	156619293	4198
ENSG00000132702.12	156619293	4198
ENSG00000132702.12	156619293	2966
ENSG00000132688.10	156677397	17414
ENSG00000132688.10	156677397	17414
ENSG00000132688.10	156677397	12510
ENSG00000132688.10	156677397	9958
ENSG00000132688.10	156677397	9958
ENSG00000132688.10	156677397	534
ENSG00000143320.8	156705816	858
ENSG00000143320.8	156705816	3982
ENSG00000116786.11	15684331	1217
ENSG00000187800.13	156893697	1556
ENSG00000233954.6	15809348	10234
ENSG00000183853.17	157993272	1255
ENSG00000183853.17	157993272	1255
ENSG00000233954.6	15809348	9856
ENSG00000233954.6	15809348	9105
ENSG00000233954.6	15809348	9105
ENSG00000158473.6	158179946	30293
ENSG00000158473.6	158179946	30293
ENSG00000163565.18	158999967	1403
ENSG00000163565.18	158999967	1403
ENSG00000163565.18	158999967	1403
ENSG00000162706.12	159171608	10552
ENSG00000162706.12	159171608	10552
ENSG00000162723.9	159954254	35353
ENSG00000162729.13	160098943	2095
ENSG00000162729.13	160098943	3345
ENSG00000186510.11	16018874	6088
ENSG00000186510.11	16018874	5605
ENSG00000188931.3	161367874	14305
ENSG00000188931.3	161367874	14305
ENSG00000188931.3	161367874	21759
ENSG00000188931.3	161367874	21759
ENSG00000188931.3	161367874	21759
ENSG00000188931.3	161367874	21759
ENSG00000142627.12	16156087	19539
ENSG00000142627.12	16156087	19539
ENSG00000142627.12	16156087	19539
ENSG00000142627.12	16156087	25454
ENSG00000142627.12	16156087	25454
ENSG00000142627.12	16156087	25454
ENSG00000162745.10	162023854	50912
ENSG00000162745.10	162023854	50053
ENSG00000162745.10	162023854	50053
ENSG00000198929.12	162069773	7291
ENSG00000198929.12	162069773	7291
ENSG00000142632.16	16212609	4421
ENSG00000142632.16	16212609	4421
ENSG00000132881.11	16237162	7090
ENSG00000132881.11	16237162	7090
ENSG00000117143.13	162561505	20126
ENSG00000117143.13	162561505	20126
ENSG00000117143.13	162561505	13338
ENSG00000162733.16	162631372	17901
ENSG00000162733.16	162631372	17901
ENSG00000162733.16	162631372	5171
ENSG00000162733.16	162631372	5171
ENSG00000162733.16	162631372	335
ENSG00000189409.12	1632094	1103
ENSG00000189409.12	1632094	1103
ENSG00000117152.13	163068774	35802
ENSG00000143248.12	163321791	59818
ENSG00000143248.12	163321791	85008
ENSG00000143248.12	163321791	114438
ENSG00000143248.12	163321791	118257
ENSG00000143248.12	163321791	216966
ENSG00000143248.12	163321791	216966
ENSG00000143248.12	163321791	352045
ENSG00000185630.18	164555583	259769
ENSG00000185630.18	164555583	259769
ENSG00000185630.18	164555583	234669
ENSG00000185630.18	164555583	185808
ENSG00000185630.18	164555583	372672
ENSG00000185630.18	164555583	373462
ENSG00000185630.18	164555583	394120
ENSG00000185630.18	164555583	394120
ENSG00000185630.18	164555583	394120
ENSG00000185630.18	164555583	394120
ENSG00000185630.18	164555583	394120
ENSG00000162761.14	165356715	373818
ENSG00000268991.2	16539065	40567
ENSG00000268991.2	16539065	40567
ENSG00000268991.2	16539065	40567
ENSG00000268991.2	16539065	40567
ENSG00000162761.14	165356715	293510
ENSG00000162761.14	165356715	293510
ENSG00000162761.14	165356715	293510
ENSG00000162761.14	165356715	283235
ENSG00000162761.14	165356715	19283
ENSG00000162761.14	165356715	19283
ENSG00000162761.14	165356715	19283
ENSG00000162761.14	165356715	26422
ENSG00000237847.2	16673002	28727
ENSG00000237847.2	16673002	28727
